observer, scene, distortion_A, distortion_B, level_A, level_B, tmo_A, tmo_B, is_A_selected
"observer0021", "Face2", "500", "125", "320", "1600", "Fixed", "ContentAware", 0
"observer0021", "Face1", "63", "250", "1600", "320", "ContentAware", "ContentAware", 1
"observer0021", "Face1", "125", "63", "320", "40000", "ContentAware", "ContentAware", 0
"observer0021", "Smith", "500", "125", "40000", "1600", "Fixed", "ContentAware", 0
"observer0021", "Face1", "500", "500", "64", "8000", "Fixed", "Fixed", 0
"observer0021", "Face2", "1000", "500", "1000000", "64", "Fixed", "Fixed", 1
"observer0021", "Showgirl", "63", "500", "64", "64", "Fixed", "Fixed", 0
"observer0021", "Showgirl", "250", "63", "320", "320", "Fixed", "ContentAware", 0
"observer0021", "Face2", "1000", "250", "40000", "320", "Fixed", "Fixed", 1
"observer0021", "Smith", "1000", "1000", "320", "64", "Fixed", "Fixed", 1
"observer0021", "Face1", "125", "63", "64", "1600", "ContentAware", "ContentAware", 0
"observer0021", "Face1", "63", "1000", "40000", "320", "ContentAware", "Fixed", 1
"observer0021", "Smith", "1000", "500", "8000", "8000", "ContentAware", "ContentAware", 1
"observer0021", "Showgirl", "63", "1000", "64", "320", "ContentAware", "Fixed", 0
"observer0021", "Showgirl", "250", "500", "320", "40000", "ContentAware", "ContentAware", 0
"observer0021", "Face2", "250", "1000", "320", "64", "Fixed", "ContentAware", 1
"observer0021", "Face1", "250", "250", "1600", "40000", "Fixed", "ContentAware", 0
"observer0021", "Face1", "500", "500", "40000", "320", "ContentAware", "ContentAware", 1
"observer0021", "Face2", "63", "63", "320", "40000", "ContentAware", "Fixed", 1
"observer0021", "Smith", "500", "250", "64", "40000", "Fixed", "Fixed", 0
"observer0021", "Showgirl", "125", "125", "64", "320", "ContentAware", "ContentAware", 0
"observer0021", "Smith", "1000", "63", "64", "40000", "ContentAware", "Fixed", 0
"observer0021", "Face1", "125", "125", "1600", "8000", "ContentAware", "Fixed", 0
"observer0021", "Smith", "250", "125", "40000", "8000", "ContentAware", "Fixed", 1
"observer0021", "Smith", "500", "1000", "8000", "1600", "ContentAware", "Fixed", 1
"observer0021", "Face2", "500", "63", "8000", "320", "ContentAware", "ContentAware", 1
"observer0021", "Face1", "1000", "63", "1600", "320", "Fixed", "ContentAware", 0
"observer0021", "Face1", "63", "125", "1600", "40000", "Fixed", "Fixed", 1
"observer0021", "Face1", "250", "250", "64", "320", "Fixed", "Fixed", 0
"observer0021", "Face1", "500", "1000", "64", "1600", "ContentAware", "ContentAware", 0
"observer0021", "Smith", "250", "500", "8000", "40000", "ContentAware", "Fixed", 0
"observer0021", "Showgirl", "1000", "63", "64", "8000", "Fixed", "Fixed", 1
"observer0021", "Smith", "500", "250", "320", "64", "ContentAware", "ContentAware", 1
"observer0021", "Face2", "125", "250", "1600", "64", "ContentAware", "Fixed", 1
"observer0021", "Face2", "125", "500", "8000", "64", "Fixed", "ContentAware", 1
"observer0021", "Smith", "1000", "250", "40000", "320", "ContentAware", "Fixed", 1
"observer0021", "Smith", "500", "250", "64", "320", "ContentAware", "ContentAware", 0
"observer0021", "Showgirl", "125", "250", "40000", "1600", "Fixed", "ContentAware", 0
"observer0021", "Face2", "1000", "125", "40000", "8000", "ContentAware", "Fixed", 1
"observer0021", "Face2", "1000", "63", "320", "64", "Fixed", "Fixed", 1
"observer0021", "Showgirl", "63", "250", "320", "64", "ContentAware", "ContentAware", 1
"observer0021", "Face1", "250", "250", "40000", "64", "ContentAware", "ContentAware", 1
"observer0021", "Face2", "125", "1000", "40000", "8000", "ContentAware", "ContentAware", 0
"observer0021", "Face1", "250", "125", "320", "1600", "Fixed", "Fixed", 0
"observer0021", "Face2", "250", "125", "320", "40000", "ContentAware", "Fixed", 1
"observer0021", "Showgirl", "250", "63", "8000", "1600", "Fixed", "ContentAware", 1
"observer0021", "Face2", "63", "250", "64", "8000", "ContentAware", "Fixed", 0
"observer0021", "Face1", "125", "63", "1600", "40000", "Fixed", "Fixed", 1
"observer0021", "Showgirl", "250", "1000", "40000", "1600", "ContentAware", "ContentAware", 0
"observer0021", "Face2", "63", "250", "40000", "8000", "ContentAware", "ContentAware", 0
"observer0021", "Showgirl", "1000", "63", "1600", "40000", "ContentAware", "Fixed", 1
"observer0021", "Face2", "250", "500", "40000", "1600", "ContentAware", "ContentAware", 0
"observer0021", "Smith", "1000", "500", "64", "64", "Fixed", "Fixed", 0
"observer0021", "Face1", "125", "63", "64", "64", "Fixed", "Fixed", 0
"observer0021", "Showgirl", "1000", "125", "40000", "1600", "Fixed", "ContentAware", 1
"observer0021", "Showgirl", "500", "1000", "8000", "320", "Fixed", "ContentAware", 1
"observer0021", "Smith", "1000", "63", "8000", "320", "Fixed", "ContentAware", 1
"observer0021", "Smith", "63", "1000", "1600", "1600", "Fixed", "ContentAware", 1
"observer0021", "Face1", "63", "1000", "8000", "8000", "Fixed", "ContentAware", 1
"observer0021", "Showgirl", "1000", "125", "64", "40000", "ContentAware", "Fixed", 0
"observer0021", "Smith", "125", "125", "320", "40000", "ContentAware", "ContentAware", 0
"observer0021", "Showgirl", "125", "1000", "1600", "64", "Fixed", "ContentAware", 0
"observer0021", "Showgirl", "125", "250", "1600", "320", "ContentAware", "Fixed", 1
"observer0021", "Showgirl", "500", "125", "8000", "8000", "ContentAware", "Fixed", 1
"observer0021", "Smith", "500", "125", "1600", "64", "Fixed", "Fixed", 1
"observer0021", "Smith", "250", "125", "8000", "1600", "Fixed", "Fixed", 0
"observer0021", "Face2", "63", "250", "8000", "1600", "ContentAware", "Fixed", 0
"observer0021", "Face1", "125", "500", "40000", "8000", "Fixed", "ContentAware", 0
"observer0021", "Face1", "63", "500", "320", "64", "ContentAware", "Fixed", 1
"observer0021", "Face2", "250", "63", "64", "8000", "ContentAware", "Fixed", 0
"observer0021", "Face1", "1000", "63", "40000", "8000", "ContentAware", "ContentAware", 1
"observer0021", "Smith", "250", "500", "1600", "8000", "ContentAware", "Fixed", 1
"observer0021", "Face2", "63", "125", "1600", "1600", "Fixed", "Fixed", 0
"observer0021", "Face2", "1000", "500", "8000", "8000", "ContentAware", "ContentAware", 0
"observer0021", "Face1", "250", "125", "1600", "64", "ContentAware", "Fixed", 1
"observer0021", "Showgirl", "63", "63", "1600", "1600", "ContentAware", "Fixed", 1
"observer0021", "Smith", "500", "63", "8000", "64", "Fixed", "ContentAware", 1
"observer0021", "Face1", "1000", "125", "1600", "320", "ContentAware", "Fixed", 1
"observer0021", "Smith", "250", "500", "1600", "40000", "Fixed", "ContentAware", 0
"observer0021", "Smith", "63", "125", "40000", "40000", "Fixed", "Fixed", 1
"observer0021", "Showgirl", "63", "125", "40000", "64", "Fixed", "ContentAware", 0
"observer0021", "Face2", "125", "1000", "320", "320", "Fixed", "ContentAware", 1
"observer0021", "Smith", "125", "63", "40000", "8000", "ContentAware", "Fixed", 1
"observer0021", "Smith", "125", "1000", "8000", "320", "Fixed", "ContentAware", 1
"observer0021", "Showgirl", "1000", "500", "1000000", "1600", "Fixed", "ContentAware", 0
"observer0021", "Face2", "125", "63", "40000", "40000", "Fixed", "ContentAware", 0
"observer0021", "Face1", "500", "125", "8000", "40000", "ContentAware", "ContentAware", 1
"observer0021", "Face1", "1000", "1000", "320", "64", "ContentAware", "Fixed", 1
"observer0021", "Showgirl", "250", "500", "64", "320", "ContentAware", "ContentAware", 0
"observer0021", "Smith", "125", "250", "64", "40000", "Fixed", "ContentAware", 0
"observer0021", "Face2", "500", "250", "1600", "64", "Fixed", "ContentAware", 1
"observer0021", "Face1", "250", "125", "8000", "1600", "ContentAware", "ContentAware", 0
"observer0021", "Smith", "63", "63", "8000", "1600", "ContentAware", "Fixed", 1
"observer0021", "Smith", "250", "125", "64", "320", "Fixed", "Fixed", 0
"observer0021", "Smith", "63", "1000", "8000", "8000", "Fixed", "ContentAware", 1
"observer0021", "Showgirl", "250", "500", "1600", "8000", "Fixed", "ContentAware", 0
"observer0021", "Showgirl", "1000", "63", "8000", "320", "ContentAware", "Fixed", 1
"observer0021", "Face1", "125", "63", "40000", "64", "ContentAware", "ContentAware", 1
"observer0021", "Smith", "125", "500", "40000", "64", "Fixed", "ContentAware", 1
"observer0021", "Smith", "250", "250", "320", "8000", "Fixed", "Fixed", 0
"observer0021", "Smith", "125", "250", "64", "1600", "ContentAware", "ContentAware", 0
"observer0021", "Showgirl", "125", "1000", "320", "40000", "Fixed", "ContentAware", 0
"observer0021", "Smith", "1000", "1000", "320", "320", "ContentAware", "Fixed", 0
"observer0021", "Face2", "250", "250", "64", "40000", "Fixed", "ContentAware", 0
"observer0021", "Face1", "500", "250", "40000", "64", "Fixed", "Fixed", 1
"observer0021", "Smith", "500", "63", "1600", "320", "ContentAware", "Fixed", 1
"observer0021", "Face1", "125", "500", "320", "40000", "Fixed", "ContentAware", 0
"observer0021", "Smith", "1000", "63", "40000", "1600", "Fixed", "ContentAware", 1
"observer0021", "Showgirl", "500", "250", "64", "8000", "Fixed", "Fixed", 0
"observer0021", "Smith", "63", "250", "320", "1600", "Fixed", "Fixed", 1
"observer0021", "Face1", "500", "125", "320", "64", "ContentAware", "ContentAware", 1
"observer0022", "Porsche", "1000", "63", "64", "8000", "ContentAware", "Fixed", 1
"observer0022", "Messaging", "500", "1000", "64", "8000", "Fixed", "ContentAware", 0
"observer0022", "Face1", "125", "250", "40000", "1600", "ContentAware", "Fixed", 1
"observer0022", "Messaging", "1000", "250", "320", "40000", "Fixed", "Fixed", 1
"observer0022", "Face1", "125", "63", "8000", "8000", "Fixed", "ContentAware", 1
"observer0022", "Messaging", "500", "125", "64", "40000", "ContentAware", "ContentAware", 1
"observer0022", "Messaging", "125", "63", "320", "8000", "Fixed", "ContentAware", 1
"observer0022", "Porsche", "125", "125", "320", "8000", "ContentAware", "ContentAware", 0
"observer0022", "Porsche", "63", "63", "320", "64", "Fixed", "Fixed", 0
"observer0022", "Face1", "1000", "63", "320", "40000", "Fixed", "Fixed", 0
"observer0022", "Messaging", "63", "250", "320", "320", "Fixed", "ContentAware", 0
"observer0022", "Messaging", "125", "1000", "320", "8000", "ContentAware", "Fixed", 0
"observer0022", "Porsche", "500", "1000", "320", "64", "ContentAware", "Fixed", 1
"observer0022", "Porsche", "125", "63", "40000", "1600", "ContentAware", "ContentAware", 1
"observer0022", "Porsche", "63", "63", "8000", "320", "ContentAware", "Fixed", 1
"observer0022", "Showgirl", "63", "125", "1600", "1600", "Fixed", "Fixed", 0
"observer0022", "Showgirl", "63", "250", "64", "1600", "Fixed", "ContentAware", 0
"observer0022", "Porsche", "500", "500", "8000", "64", "Fixed", "ContentAware", 1
"observer0022", "Showgirl", "63", "125", "320", "64", "ContentAware", "ContentAware", 0
"observer0022", "Messaging", "125", "63", "1600", "1600", "ContentAware", "ContentAware", 1
"observer0022", "Face1", "63", "125", "1600", "8000", "Fixed", "Fixed", 0
"observer0022", "Messaging", "63", "1000", "320", "64", "ContentAware", "Fixed", 0
"observer0022", "Face1", "250", "250", "1600", "320", "ContentAware", "Fixed", 1
"observer0022", "Showgirl", "250", "500", "40000", "320", "ContentAware", "Fixed", 0
"observer0022", "Porsche", "250", "250", "320", "320", "Fixed", "ContentAware", 1
"observer0022", "Face1", "500", "1000", "40000", "64", "Fixed", "Fixed", 1
"observer0022", "Messaging", "250", "500", "8000", "8000", "ContentAware", "ContentAware", 0
"observer0022", "Porsche", "125", "250", "8000", "40000", "Fixed", "ContentAware", 0
"observer0022", "Showgirl", "250", "125", "64", "40000", "Fixed", "ContentAware", 1
"observer0022", "Face1", "125", "125", "8000", "320", "ContentAware", "Fixed", 1
"observer0022", "Messaging", "1000", "1000", "320", "1600", "ContentAware", "Fixed", 0
"observer0022", "Showgirl", "1000", "250", "8000", "1600", "ContentAware", "Fixed", 1
"observer0022", "Porsche", "63", "1000", "1600", "320", "ContentAware", "ContentAware", 0
"observer0022", "Porsche", "1000", "125", "40000", "64", "ContentAware", "ContentAware", 1
"observer0022", "Messaging", "63", "63", "8000", "40000", "ContentAware", "Fixed", 1
"observer0022", "Showgirl", "63", "63", "1600", "40000", "ContentAware", "Fixed", 1
"observer0022", "Porsche", "250", "250", "1600", "8000", "ContentAware", "ContentAware", 1
"observer0022", "Face1", "500", "1000", "320", "8000", "ContentAware", "Fixed", 0
"observer0022", "Face1", "125", "250", "64", "1600", "ContentAware", "ContentAware", 0
"observer0022", "Messaging", "125", "500", "8000", "1600", "ContentAware", "Fixed", 0
"observer0022", "Face1", "1000", "1000", "64", "320", "Fixed", "ContentAware", 0
"observer0022", "Showgirl", "125", "250", "64", "320", "Fixed", "Fixed", 0
"observer0022", "Face1", "500", "250", "1600", "8000", "ContentAware", "ContentAware", 0
"observer0022", "Showgirl", "1000", "1000", "1000000", "320", "Fixed", "Fixed", 1
"observer0022", "Porsche", "125", "250", "1600", "1600", "ContentAware", "ContentAware", 0
"observer0022", "Messaging", "1000", "250", "8000", "64", "Fixed", "ContentAware", 1
"observer0022", "Showgirl", "1000", "1000", "64", "320", "Fixed", "ContentAware", 0
"observer0022", "Messaging", "250", "250", "64", "1600", "ContentAware", "ContentAware", 0
"observer0022", "Porsche", "500", "63", "64", "1600", "Fixed", "Fixed", 1
"observer0022", "Showgirl", "125", "500", "320", "320", "Fixed", "ContentAware", 0
"observer0022", "Porsche", "63", "125", "8000", "8000", "Fixed", "Fixed", 0
"observer0022", "Porsche", "250", "250", "64", "320", "Fixed", "Fixed", 0
"observer0022", "Showgirl", "125", "125", "40000", "8000", "ContentAware", "Fixed", 1
"observer0022", "Face1", "250", "500", "320", "320", "Fixed", "ContentAware", 1
"observer0022", "Showgirl", "63", "125", "40000", "8000", "Fixed", "ContentAware", 0
"observer0022", "Porsche", "250", "500", "8000", "40000", "ContentAware", "Fixed", 0
"observer0022", "Messaging", "250", "500", "40000", "8000", "ContentAware", "Fixed", 0
"observer0022", "Face1", "250", "125", "40000", "64", "Fixed", "ContentAware", 1
"observer0022", "Messaging", "63", "63", "64", "320", "ContentAware", "Fixed", 1
"observer0022", "Face1", "1000", "1000", "40000", "8000", "Fixed", "ContentAware", 0
"observer0022", "Porsche", "1000", "1000", "40000", "8000", "Fixed", "ContentAware", 1
"observer0022", "Showgirl", "63", "250", "8000", "320", "Fixed", "ContentAware", 0
"observer0022", "Messaging", "500", "500", "40000", "320", "Fixed", "Fixed", 1
"observer0022", "Face1", "250", "125", "40000", "1600", "ContentAware", "ContentAware", 1
"observer0022", "Showgirl", "500", "250", "40000", "40000", "Fixed", "Fixed", 1
"observer0022", "Face1", "125", "125", "320", "40000", "Fixed", "Fixed", 0
"observer0022", "Showgirl", "250", "1000", "64", "40000", "ContentAware", "ContentAware", 0
"observer0022", "Face1", "63", "500", "320", "8000", "ContentAware", "ContentAware", 0
"observer0022", "Face1", "250", "500", "8000", "64", "Fixed", "Fixed", 1
"observer0022", "Showgirl", "500", "125", "320", "320", "ContentAware", "ContentAware", 1
"observer0022", "Messaging", "250", "125", "320", "1600", "Fixed", "ContentAware", 1
"observer0022", "Messaging", "1000", "250", "1600", "8000", "Fixed", "ContentAware", 1
"observer0022", "Showgirl", "250", "63", "40000", "8000", "Fixed", "ContentAware", 1
"observer0022", "Showgirl", "250", "1000", "320", "1600", "ContentAware", "ContentAware", 0
"observer0022", "Showgirl", "1000", "63", "40000", "40000", "Fixed", "ContentAware", 1
"observer0022", "Messaging", "500", "1000", "1600", "1600", "ContentAware", "ContentAware", 0
"observer0022", "Porsche", "500", "63", "40000", "8000", "ContentAware", "ContentAware", 1
"observer0022", "Showgirl", "1000", "63", "320", "64", "Fixed", "ContentAware", 1
"observer0022", "Messaging", "1000", "1000", "1000000", "320", "Fixed", "Fixed", 1
"observer0022", "Messaging", "1000", "125", "64", "64", "ContentAware", "Fixed", 0
"observer0022", "Messaging", "250", "63", "64", "64", "Fixed", "ContentAware", 1
"observer0022", "Messaging", "63", "250", "40000", "1600", "Fixed", "Fixed", 0
"observer0022", "Messaging", "63", "1000", "1600", "64", "ContentAware", "ContentAware", 1
"observer0022", "Messaging", "125", "250", "40000", "40000", "ContentAware", "ContentAware", 0
"observer0022", "Showgirl", "250", "250", "320", "64", "Fixed", "ContentAware", 1
"observer0022", "Face1", "63", "1000", "64", "40000", "Fixed", "Fixed", 0
"observer0022", "Face1", "500", "500", "40000", "1600", "ContentAware", "Fixed", 1
"observer0022", "Showgirl", "125", "125", "1600", "40000", "Fixed", "Fixed", 0
"observer0022", "Messaging", "1000", "1000", "40000", "320", "ContentAware", "ContentAware", 1
"observer0022", "Messaging", "250", "250", "40000", "320", "Fixed", "Fixed", 1
"observer0022", "Face1", "125", "1000", "64", "320", "Fixed", "Fixed", 0
"observer0022", "Porsche", "500", "250", "320", "64", "Fixed", "ContentAware", 1
"observer0022", "Showgirl", "125", "63", "40000", "64", "Fixed", "Fixed", 1
"observer0022", "Face1", "63", "500", "1600", "1600", "ContentAware", "ContentAware", 1
"observer0022", "Porsche", "250", "250", "8000", "40000", "Fixed", "Fixed", 0
"observer0022", "Porsche", "500", "125", "1600", "320", "Fixed", "Fixed", 1
"observer0022", "Face1", "500", "125", "320", "40000", "Fixed", "ContentAware", 0
"observer0022", "Porsche", "125", "63", "64", "64", "ContentAware", "ContentAware", 1
"observer0022", "Messaging", "125", "63", "64", "40000", "Fixed", "ContentAware", 1
"observer0022", "Face1", "125", "1000", "1600", "64", "Fixed", "ContentAware", 1
"observer0022", "Face1", "1000", "500", "40000", "8000", "ContentAware", "Fixed", 1
"observer0022", "Porsche", "125", "1000", "1600", "1000000", "Fixed", "Fixed", 0
"observer0022", "Porsche", "1000", "500", "1000000", "64", "Fixed", "Fixed", 1
"observer0022", "Showgirl", "1000", "250", "1600", "8000", "ContentAware", "ContentAware", 1
"observer0022", "Showgirl", "125", "500", "1600", "1600", "ContentAware", "Fixed", 0
"observer0022", "Messaging", "500", "63", "1600", "64", "Fixed", "Fixed", 1
"observer0022", "Porsche", "1000", "63", "64", "40000", "Fixed", "ContentAware", 1
"observer0022", "Showgirl", "125", "250", "8000", "8000", "ContentAware", "Fixed", 0
"observer0022", "Showgirl", "500", "500", "64", "8000", "Fixed", "ContentAware", 0
"observer0022", "Showgirl", "1000", "500", "40000", "8000", "ContentAware", "Fixed", 1
"observer0022", "Messaging", "500", "1000", "320", "1000000", "ContentAware", "Fixed", 0
"observer0022", "Messaging", "63", "500", "64", "320", "Fixed", "ContentAware", 0
"observer0022", "Messaging", "125", "250", "40000", "8000", "Fixed", "Fixed", 0
"observer0022", "Showgirl", "500", "63", "64", "320", "ContentAware", "Fixed", 1
"observer0022", "Face1", "63", "1000", "8000", "40000", "ContentAware", "ContentAware", 0
"observer0022", "Showgirl", "500", "1000", "320", "1000000", "Fixed", "Fixed", 0
"observer0022", "Showgirl", "1000", "500", "320", "64", "ContentAware", "Fixed", 1
"observer0022", "Messaging", "125", "63", "8000", "8000", "Fixed", "Fixed", 1
"observer0022", "Porsche", "63", "1000", "64", "1600", "Fixed", "Fixed", 0
"observer0022", "Messaging", "500", "125", "8000", "8000", "Fixed", "ContentAware", 1
"observer0022", "Face1", "500", "63", "8000", "8000", "ContentAware", "Fixed", 1
"observer0022", "Porsche", "63", "500", "40000", "1600", "ContentAware", "ContentAware", 0
"observer0022", "Face1", "500", "63", "1600", "320", "Fixed", "Fixed", 1
"observer0022", "Face1", "125", "1000", "320", "1000000", "ContentAware", "Fixed", 0
"observer0022", "Porsche", "125", "63", "320", "320", "Fixed", "ContentAware", 0
"observer0022", "Porsche", "500", "1000", "1600", "1600", "ContentAware", "ContentAware", 0
"observer0022", "Messaging", "125", "125", "64", "320", "ContentAware", "ContentAware", 0
"observer0022", "Face1", "63", "63", "64", "1600", "ContentAware", "Fixed", 0
"observer0022", "Face1", "500", "500", "64", "64", "Fixed", "ContentAware", 0
"observer0022", "Face1", "250", "63", "64", "1600", "Fixed", "ContentAware", 0
"observer0022", "Showgirl", "500", "125", "1600", "64", "ContentAware", "Fixed", 1
"observer0022", "Porsche", "125", "1000", "40000", "40000", "Fixed", "Fixed", 0
"observer0022", "Porsche", "250", "1000", "40000", "40000", "Fixed", "ContentAware", 0
"observer0022", "Face1", "250", "125", "1600", "64", "Fixed", "Fixed", 1
"observer0022", "Porsche", "63", "125", "1600", "64", "Fixed", "Fixed", 0
"observer0022", "Showgirl", "250", "500", "8000", "40000", "ContentAware", "ContentAware", 0
"observer0022", "Messaging", "500", "1000", "40000", "40000", "ContentAware", "Fixed", 0
"observer0022", "Face1", "1000", "250", "320", "40000", "ContentAware", "ContentAware", 0
"observer0022", "Porsche", "63", "250", "64", "1600", "ContentAware", "Fixed", 0
"observer0022", "Face1", "1000", "500", "1600", "40000", "ContentAware", "ContentAware", 0
"observer0022", "Porsche", "63", "500", "320", "8000", "ContentAware", "Fixed", 0
"observer0022", "Messaging", "250", "1000", "320", "40000", "ContentAware", "ContentAware", 0
"observer0022", "Showgirl", "500", "1000", "40000", "8000", "ContentAware", "Fixed", 0
"observer0022", "Face1", "250", "250", "320", "64", "ContentAware", "Fixed", 1
"observer0022", "Messaging", "500", "500", "8000", "40000", "ContentAware", "Fixed", 0
"observer0022", "Messaging", "1000", "125", "1600", "40000", "ContentAware", "Fixed", 1
"observer0022", "Showgirl", "1000", "500", "8000", "40000", "Fixed", "Fixed", 1
"observer0022", "Porsche", "1000", "1000", "320", "8000", "ContentAware", "Fixed", 0
"observer0022", "Showgirl", "63", "250", "40000", "40000", "ContentAware", "ContentAware", 0
"observer0022", "Porsche", "63", "250", "40000", "64", "Fixed", "Fixed", 0
"observer0022", "Messaging", "250", "63", "8000", "320", "Fixed", "ContentAware", 1
"observer0022", "Porsche", "500", "125", "8000", "1600", "ContentAware", "ContentAware", 1
"observer0022", "Messaging", "125", "250", "1600", "64", "Fixed", "Fixed", 0
"observer0022", "Porsche", "1000", "125", "1600", "40000", "Fixed", "Fixed", 1
"observer0022", "Face1", "1000", "250", "8000", "64", "ContentAware", "ContentAware", 1
"observer0022", "Showgirl", "500", "63", "8000", "320", "Fixed", "ContentAware", 0
"observer0022", "Messaging", "63", "500", "40000", "40000", "ContentAware", "ContentAware", 0
"observer0022", "Porsche", "125", "250", "8000", "8000", "ContentAware", "Fixed", 0
"observer0022", "Showgirl", "125", "1000", "64", "64", "ContentAware", "ContentAware", 0
"observer0022", "Porsche", "1000", "125", "320", "1600", "Fixed", "Fixed", 1
"observer0022", "Showgirl", "250", "500", "1600", "1600", "Fixed", "ContentAware", 0
"observer0022", "Messaging", "1000", "125", "8000", "8000", "ContentAware", "Fixed", 1
"observer0022", "Porsche", "500", "1000", "40000", "320", "Fixed", "Fixed", 1
"observer0022", "Showgirl", "250", "125", "8000", "320", "Fixed", "Fixed", 1
"observer0022", "Showgirl", "1000", "63", "64", "8000", "ContentAware", "Fixed", 1
"observer0022", "Showgirl", "63", "250", "64", "64", "ContentAware", "Fixed", 0
"observer0022", "Porsche", "250", "500", "320", "8000", "ContentAware", "ContentAware", 0
"observer0022", "Messaging", "63", "500", "1600", "64", "Fixed", "ContentAware", 0
"observer0022", "Showgirl", "500", "1000", "1600", "64", "Fixed", "Fixed", 1
"observer0022", "Face1", "1000", "63", "1000000", "320", "Fixed", "ContentAware", 1
"observer0022", "Showgirl", "125", "500", "320", "64", "ContentAware", "ContentAware", 0
"observer0022", "Porsche", "1000", "125", "1600", "320", "ContentAware", "ContentAware", 1
"observer0022", "Messaging", "1000", "125", "40000", "320", "Fixed", "Fixed", 1
"observer0022", "Porsche", "500", "1000", "64", "64", "ContentAware", "ContentAware", 1
"observer0022", "Messaging", "250", "500", "1600", "1600", "ContentAware", "ContentAware", 0
"observer0022", "Showgirl", "1000", "1000", "1600", "40000", "Fixed", "Fixed", 1
"observer0022", "Face1", "63", "125", "320", "8000", "Fixed", "ContentAware", 0
"observer0022", "Face1", "63", "250", "40000", "40000", "Fixed", "Fixed", 0
"observer0022", "Face1", "500", "63", "64", "40000", "ContentAware", "ContentAware", 0
"observer0022", "Showgirl", "250", "1000", "1600", "1600", "ContentAware", "Fixed", 0
"observer0022", "Porsche", "1000", "63", "8000", "40000", "Fixed", "Fixed", 1
"observer0022", "Porsche", "250", "500", "40000", "320", "ContentAware", "ContentAware", 0
"observer0022", "Face1", "1000", "1000", "64", "1600", "ContentAware", "ContentAware", 0
"observer0022", "Messaging", "500", "500", "320", "64", "Fixed", "Fixed", 1
"observer0022", "Porsche", "1000", "500", "8000", "320", "ContentAware", "Fixed", 1
"observer0022", "Porsche", "250", "125", "64", "40000", "ContentAware", "ContentAware", 1
"observer0022", "Showgirl", "63", "125", "8000", "1600", "ContentAware", "ContentAware", 0
"observer0022", "Porsche", "250", "500", "1600", "40000", "Fixed", "ContentAware", 0
"observer0022", "Messaging", "250", "125", "1600", "1600", "Fixed", "Fixed", 1
"observer0022", "Face1", "500", "250", "8000", "320", "Fixed", "ContentAware", 1
"observer0022", "Face1", "250", "500", "8000", "320", "ContentAware", "Fixed", 1
"observer0022", "Showgirl", "500", "63", "8000", "1600", "ContentAware", "Fixed", 1
"observer0022", "Face1", "1000", "125", "1600", "320", "Fixed", "ContentAware", 0
"observer0022", "Face1", "125", "1000", "1600", "1600", "ContentAware", "Fixed", 1
"observer0022", "Messaging", "1000", "63", "64", "1600", "Fixed", "Fixed", 0
"observer0022", "Face1", "63", "125", "8000", "1600", "Fixed", "Fixed", 1
"observer0022", "Face1", "250", "500", "64", "40000", "ContentAware", "Fixed", 0
"observer0022", "Showgirl", "63", "1000", "320", "8000", "Fixed", "ContentAware", 0
"observer0022", "Face1", "125", "250", "40000", "8000", "Fixed", "Fixed", 0
"observer0022", "Face1", "63", "63", "40000", "64", "ContentAware", "ContentAware", 1
"observer0023", "Smith", "500", "500", "40000", "8000", "ContentAware", "Fixed", 0
"observer0023", "Smith", "250", "125", "1600", "1600", "Fixed", "Fixed", 1
"observer0023", "Smith", "1000", "63", "8000", "8000", "ContentAware", "Fixed", 1
"observer0023", "Porsche", "500", "250", "8000", "40000", "ContentAware", "Fixed", 1
"observer0023", "Porsche", "125", "125", "8000", "1600", "Fixed", "Fixed", 1
"observer0023", "Smith", "250", "63", "64", "64", "ContentAware", "ContentAware", 0
"observer0023", "Porsche", "63", "1000", "64", "320", "Fixed", "ContentAware", 0
"observer0023", "Messaging", "250", "250", "40000", "1600", "ContentAware", "ContentAware", 0
"observer0023", "Smith", "500", "63", "320", "40000", "ContentAware", "ContentAware", 0
"observer0023", "Messaging", "1000", "125", "8000", "1600", "ContentAware", "ContentAware", 1
"observer0023", "Face2", "250", "63", "320", "320", "Fixed", "ContentAware", 1
"observer0023", "Porsche", "125", "1000", "40000", "320", "Fixed", "Fixed", 0
"observer0023", "Porsche", "250", "125", "40000", "1600", "Fixed", "ContentAware", 1
"observer0023", "Messaging", "1000", "500", "320", "40000", "Fixed", "ContentAware", 0
"observer0023", "Porsche", "63", "1000", "64", "40000", "ContentAware", "ContentAware", 0
"observer0023", "Porsche", "1000", "250", "8000", "320", "Fixed", "Fixed", 1
"observer0023", "Messaging", "1000", "500", "40000", "8000", "ContentAware", "ContentAware", 1
"observer0023", "Porsche", "63", "1000", "8000", "64", "Fixed", "ContentAware", 0
"observer0023", "Face2", "1000", "500", "1000000", "64", "Fixed", "ContentAware", 1
"observer0023", "Face2", "63", "125", "320", "1600", "Fixed", "ContentAware", 0
"observer0023", "Face2", "1000", "250", "320", "1600", "ContentAware", "Fixed", 0
"observer0023", "Messaging", "250", "500", "64", "320", "Fixed", "ContentAware", 0
"observer0023", "Messaging", "125", "125", "8000", "64", "ContentAware", "Fixed", 1
"observer0023", "Porsche", "63", "250", "40000", "64", "ContentAware", "Fixed", 0
"observer0023", "Face2", "63", "63", "8000", "1600", "ContentAware", "ContentAware", 0
