scene,content_type,tmo,jod,jod_low,jod_high
Smith,entertainment,1000_40000_Fixed,4.07204309987661,2.436413927128,7.27116795252989
Smith,entertainment,1000_40000_ContentAware,2.23552157613296,1.20033381720856,4.72678856383121
Smith,entertainment,1000_64_Fixed,-8.03302468628167,-18.6849244973005,-3.58635016482351
Smith,entertainment,1000_64_ContentAware,-5.1503025606408,-13.0130600405646,-2.66785721677367
Smith,entertainment,1000_8000_Fixed,3.37161395061944,1.65438200798166,6.91867719969742
Smith,entertainment,1000_8000_ContentAware,2.3284835923102,1.17674200410092,4.92474278750803
Smith,entertainment,125_1600_Fixed,1.69072075957698,0.418735475476835,3.7978707426042
Smith,entertainment,125_1600_ContentAware,1.41005205047325,0.447006862523682,3.4204926030296
Smith,entertainment,125_320_Fixed,-0.188688714300567,-1.31893096993231,1.84024119192785
Smith,entertainment,125_320_ContentAware,0.119297104741427,-0.747387650341154,1.91768783007953
Smith,entertainment,125_40000_Fixed,2.26708362781513,1.09039344001757,4.88194170684908
Smith,entertainment,125_40000_ContentAware,1.4710996111939,0.428870653344384,3.57703727817118
Smith,entertainment,125_64_Fixed,-2.29418563093659,-8.81851654594251,-1.30615439864372
Smith,entertainment,125_64_ContentAware,-2.10121957901634,-4.27665000847684,-1.27682768935829
Smith,entertainment,125_8000_Fixed,1.09283379953091,0.231354290737056,3.19279502115099
Smith,entertainment,125_8000_ContentAware,1.41182699238882,0.625310313798361,3.60152994252035
Smith,entertainment,250_1600_Fixed,1.44654629700188,0.305386923497015,3.7340332481256
Smith,entertainment,250_1600_ContentAware,1.42403322365315,0.271279396682906,3.58309601930483
Smith,entertainment,250_320_Fixed,-0.404961166625096,-1.30903001769971,1.25252480057314
Smith,entertainment,250_320_ContentAware,-0.788613333137262,-1.88255346794303,1.26133407292565
Smith,entertainment,250_40000_Fixed,2.69223407674302,1.26759841346546,5.95236601194826
Smith,entertainment,250_40000_ContentAware,3.16806197625875,1.90816505711532,5.87908806485736
Smith,entertainment,250_64_Fixed,-2.62823937170156,-4.02635264410318,-1.12236947085128
Smith,entertainment,250_64_ContentAware,-3.83512114756048,-11.9225091078723,-1.79289559793131
Smith,entertainment,250_8000_Fixed,2.17037672415963,1.05166145168124,4.64541760245361
Smith,entertainment,250_8000_ContentAware,1.9068168854042,0.673353829772108,4.00829485348851
Smith,entertainment,500_1600_Fixed,0.724543059484351,-0.2812037994846,2.84002238195157
Smith,entertainment,500_1600_ContentAware,1.39689116336316,0.457722570795681,3.66205997784754
Smith,entertainment,500_320_Fixed,-1.57663205824745,-4.00417982495332,0.257934446795216
Smith,entertainment,500_320_ContentAware,-2.3119194655827,-6.61999258749419,-1.43136891084711
Smith,entertainment,500_40000_Fixed,2.37964816315127,0.957165835405521,4.95851451175141
Smith,entertainment,500_40000_ContentAware,1.50586292300137,0.619822939350808,3.94940322001679
Smith,entertainment,500_64_Fixed,-5.14996627531804,-15.8184155435851,-2.69345010212191
Smith,entertainment,500_64_ContentAware,-3.35094228756726,-8.8336482600756,-1.94954926804742
Smith,entertainment,500_8000_Fixed,2.26272571152336,0.990936619432824,4.60976136382106
Smith,entertainment,500_8000_ContentAware,2.96180025902373,1.85128867162934,5.50394023437222
Smith,entertainment,63_1600_Fixed,-0.245852163918969,-1.04747588160376,1.54700167004619
Smith,entertainment,63_1600_ContentAware,-0.376516964676319,-1.22968543677065,1.39161198946804
Smith,entertainment,63_320_Fixed,0.154004249420147,-0.941518994390996,1.73268842477604
Smith,entertainment,63_320_ContentAware,-0.323322534977206,-1.50239515124606,1.19169073321665
Smith,entertainment,63_40000_Fixed,0.7922306622100008,-0.553755216930365,2.50128072393432
Smith,entertainment,63_40000_ContentAware,-0.221148830279697,-1.47335580602949,2.10970973186198
Smith,entertainment,63_64_Fixed,-1.09321445305866,-2.33429877234016,-0.336044528250112
Smith,entertainment,63_64_ContentAware,-2.48895201299463,-9.34766394160667,-1.2756686905133
Smith,entertainment,63_8000_Fixed,1.13349451400518,-0.0196661139165884,3.44455050829295
Smith,entertainment,63_8000_ContentAware,0.0920683471367244,-1.2748823048483,2.0887740323301
Web,productivity,1000_1000000_Fixed,1.3238619022549,0.588411088257528,2.22815587486891
Web,productivity,1000_1600_Fixed,1.68722290337317,1.07896784569745,2.44678079860959
Web,productivity,1000_1600_ContentAware,1.27725460016386,0.347117326012276,3.3505654548359
Web,productivity,1000_320_Fixed,0.378296931622059,-0.51803122970503,1.51118410325614
Web,productivity,1000_320_ContentAware,0.358310503561677,-0.503666838466902,1.34641495540645
Web,productivity,1000_40000_Fixed,2.26761842082792,1.2285625219399,4.29539129588004
Web,productivity,1000_40000_ContentAware,1.34614011355731,0.326784719841592,2.52237344952628
Web,productivity,1000_64_Fixed,-0.702910865508431,-1.48167092081789,0.0955991753575832
Web,productivity,1000_64_ContentAware,-1.21462468384371,-2.26414412068333,-0.301776358324477
Web,productivity,1000_8000_Fixed,1.78359956394277,0.603062654274777,3.94103428753321
Web,productivity,1000_8000_ContentAware,1.60394601451709,0.921592274647676,2.50700257803787
Web,productivity,125_1600_Fixed,-1.39185206493277,-2.62490182206633,-0.403875428160854
Web,productivity,125_1600_ContentAware,0.106692471957683,-0.81039400792057,1.01661298655686
Web,productivity,125_320_Fixed,-1.82771557068184,-2.84094976781727,-1.01914490767493
Web,productivity,125_320_ContentAware,-0.325635154362179,-0.839972864743551,0.163924824638861
Web,productivity,125_40000_Fixed,-0.485974462998695,-1.27809591249599,0.376138717414353
Web,productivity,125_40000_ContentAware,0.178020388925107,-0.504499490686533,0.896832530021045
Web,productivity,125_64_Fixed,-1.32819140199916,-2.34778868272246,-0.487910621777515
Web,productivity,125_64_ContentAware,-0.493195702709468,-1.35215162256279,0.430108477816238
Web,productivity,125_8000_Fixed,-1.07123819110087,-1.71810215972396,-0.46462072109021
Web,productivity,125_8000_ContentAware,-0.138463978951419,-0.986380153450189,0.840611623600258
Web,productivity,250_1600_Fixed,0.612562321909922,-0.0621722031155053,1.38340151396851
Web,productivity,250_1600_ContentAware,0.386845630088676,-0.449566021724514,1.22611709269483
Web,productivity,250_320_Fixed,0.368347895058803,-0.47183119977959,1.10584274499958
Web,productivity,250_320_ContentAware,0.299433850151987,-0.418871863520326,0.924212287544258
Web,productivity,250_40000_Fixed,-0.582752259060373,-1.34594710228245,0.116329514586644
Web,productivity,250_40000_ContentAware,0.191587804647081,-0.560796969180632,0.985727563304298
Web,productivity,250_64_Fixed,-1.10858797934353,-2.11736535808779,-0.202674864727063
Web,productivity,250_64_ContentAware,-0.507135377609484,-1.73454409134366,0.362778086557941
Web,productivity,250_8000_Fixed,0.03300396941135,-1.039652838075,1.17952883790369
Web,productivity,250_8000_ContentAware,1.49382071741595,0.333810748304681,2.68392463104222
Web,productivity,500_1600_Fixed,1.35502216808594,0.209877669635878,2.48374902180132
Web,productivity,500_1600_ContentAware,1.91193081302635,0.952751688857909,4.58979608810616
Web,productivity,500_320_Fixed,0.899939707465361,0.0380676356714869,1.860535493923
Web,productivity,500_320_ContentAware,1.63860479305619,0.923960426450534,2.53666923878084
Web,productivity,500_40000_Fixed,1.76008515704568,0.908336506939602,2.97757550406155
Web,productivity,500_40000_ContentAware,1.26156337349664,0.661549326352053,2.0865233138816
Web,productivity,500_64_Fixed,0.000549871037353054,-0.646247993050446,0.69051548013619
Web,productivity,500_64_ContentAware,-0.221850602678901,-1.07651608098558,0.555043605554951
Web,productivity,500_8000_Fixed,2.5132963043925,1.5437288758307,4.04803138112556
Web,productivity,500_8000_ContentAware,1.26636962137391,0.361139939695157,2.50111615187889
Web,productivity,63_1600_Fixed,-1.93733389615779,-3.2699366718406,-0.88533358978231
Web,productivity,63_1600_ContentAware,-0.786306467177069,-1.66444653845351,-0.209383526628085
Web,productivity,63_320_Fixed,-1.96336701640664,-3.65668725106878,-0.883564612387473
Web,productivity,63_320_ContentAware,-1.29940621726338,-1.98765394295262,-0.626504207801029
Web,productivity,63_40000_Fixed,-1.68892482981907,-2.69683568384085,-0.906392872431775
Web,productivity,63_40000_ContentAware,-1.26650332929578,-2.38593457908531,-0.437310647975019
Web,productivity,63_64_Fixed,-2.99514222116253,-4.85273367593705,-1.79165805808441
Web,productivity,63_64_ContentAware,-2.24140940481402,-3.60336583661913,-1.2235027474322
Web,productivity,63_8000_Fixed,-1.71213335208615,-3.10461736940109,-0.877495237459924
Web,productivity,63_8000_ContentAware,-1.01327278240399,-1.93646065049963,-0.218591477655826
Face2,faces,1000_1000000_Fixed,5.28184851047971,1.7385630539668,9.58553230877254
Face2,faces,1000_1600_Fixed,2.19672039794902,1.18378277799471,3.75925938232592
Face2,faces,1000_1600_ContentAware,1.77915939297139,0.47382629076692,3.63024232095915
Face2,faces,1000_320_Fixed,-0.678645834126727,-1.8314355517189,0.171901716108898
Face2,faces,1000_320_ContentAware,-0.294555067309901,-1.65673831243708,0.809941015767355
Face2,faces,1000_40000_Fixed,3.4527634058304,1.7950753506774,6.63033430374156
Face2,faces,1000_40000_ContentAware,4.78768531771203,2.00119948076112,11.046960348907
Face2,faces,1000_64_Fixed,-3.7848539959849,-6.74282711233372,-2.19850020168237
Face2,faces,1000_64_ContentAware,-2.38229562643736,-4.53761302419253,-1.10356693149209
Face2,faces,1000_8000_Fixed,4.25304141005531,1.47356704362109,11.3803704221086
Face2,faces,1000_8000_ContentAware,3.90421686107715,1.51410656790642,8.86335226659715
Face2,faces,125_1600_Fixed,-1.75741484876322,-3.09918053761787,-0.887924404316936
Face2,faces,125_1600_ContentAware,0.398923681785145,-0.90127997568602,1.37010632305318
Face2,faces,125_320_Fixed,-1.15608869472988,-2.74429269399647,-0.0302012122680873
Face2,faces,125_320_ContentAware,-0.731874183712294,-1.88086994034996,0.358139970411396
Face2,faces,125_40000_Fixed,-1.68548416419886,-3.63810066422912,-0.778490738992923
Face2,faces,125_40000_ContentAware,-0.0352031745380721,-1.24080350090842,0.956750680782034
Face2,faces,125_64_Fixed,-2.9920313542521,-5.13972516946774,-1.54954787796468
Face2,faces,125_64_ContentAware,-1.53840263940378,-2.59310426851623,-0.758331385493922
Face2,faces,125_8000_Fixed,-1.05281795792408,-2.23610966254687,0.02901098100090749
Face2,faces,125_8000_ContentAware,-0.042083390013966,-1.31074633882292,0.848279374327292
Face2,faces,250_1600_Fixed,0.262757842352861,-1.06361326642982,1.41888456006327
Face2,faces,250_1600_ContentAware,0.478391782619045,-0.328704787024741,1.0566099526675
Face2,faces,250_320_Fixed,-0.388864356256935,-1.56323635729593,0.896914018051722
Face2,faces,250_320_ContentAware,-0.00488635640039895,-1.10750774566246,0.78179633681505
Face2,faces,250_40000_Fixed,1.83290342595683,0.479526597305408,4.85132346272583
Face2,faces,250_40000_ContentAware,0.991670022166661,0.53045302796537,2.04968017063429
Face2,faces,250_64_Fixed,-1.86528495946307,-3.59824129510039,-0.716489085555323
Face2,faces,250_64_ContentAware,-1.96848648751911,-4.30101852439953,-0.8960310003521012
Face2,faces,250_8000_Fixed,0.106421185563082,-1.06338002646941,1.03838520139231
Face2,faces,250_8000_ContentAware,1.12444438486316,0.403944662936868,1.9095170574982
Face2,faces,500_1600_Fixed,1.78286161942962,0.605125506815193,3.04912196516135
Face2,faces,500_1600_ContentAware,1.59948042634514,0.51250714752957,3.13479887886223
Face2,faces,500_320_Fixed,0.791465394254236,-0.308287149170285,1.72180501513434
Face2,faces,500_320_ContentAware,-0.17338016176238,-1.24134054646889,0.633742780931939
Face2,faces,500_40000_Fixed,3.08838522612203,1.98994192421977,5.64601329193733
Face2,faces,500_40000_ContentAware,3.37947983212722,1.55319947604499,7.07490454807979
Face2,faces,500_64_Fixed,-2.52555162254292,-4.51235991661287,-1.05118776832159
Face2,faces,500_64_ContentAware,-1.33399337361109,-2.49514638509322,-0.501754584193811
Face2,faces,500_8000_Fixed,3.19874971729781,1.97972548784514,6.15356296820784
Face2,faces,500_8000_ContentAware,3.22924655166869,1.42268331046635,6.798100097534076
Face2,faces,63_1600_Fixed,-3.20638512760703,-5.05292354089473,-1.81726672584386
Face2,faces,63_1600_ContentAware,-1.04662671203253,-2.39678425181499,0.287468189685674
Face2,faces,63_320_Fixed,-3.42185698348167,-5.53066400207983,-1.58521322390862
Face2,faces,63_320_ContentAware,-1.55927706802464,-3.08018916598667,-0.214732622413875
Face2,faces,63_40000_Fixed,-3.61742306732269,-6.09397826025836,-2.38348428444099
Face2,faces,63_40000_ContentAware,-1.16945636025125,-2.59780916825952,-0.238518554051917
Face2,faces,63_64_Fixed,-3.0128919690118,-5.12890858089973,-1.58142171964822
Face2,faces,63_64_ContentAware,-1.93805800079013,-3.35767672377481,-0.618590466577462
Face2,faces,63_8000_Fixed,-1.489110005143505,-3.20481140600883,-0.430831149318989
Face2,faces,63_8000_ContentAware,-1.06724479971871,-2.16559607485701,-0.0505653184213824
Face3,faces,1000_1000000_Fixed,2.14772359396485,0.892544088360711,4.19879545504478
Face3,faces,1000_1600_Fixed,1.89517687453761,0.581978402318107,3.4701325016285
Face3,faces,1000_1600_ContentAware,2.69617105295951,1.37878737853524,5.70676240367911
Face3,faces,1000_320_Fixed,0.736287491213725,-0.0329638493349071,1.69762570356051
Face3,faces,1000_320_ContentAware,0.380844474785793,-0.233263859249832,0.864152749226726
Face3,faces,1000_40000_Fixed,3.02321644272474,1.25088295274027,5.62544302683007
Face3,faces,1000_40000_ContentAware,1.91699525512573,0.462112016265736,4.90150538181863
Face3,faces,1000_64_Fixed,-2.06949218296419,-4.91010025610289,-0.748868850647482
Face3,faces,1000_64_ContentAware,-1.91406655754411,-4.59564907279628,-0.394852910282868
Face3,faces,1000_8000_Fixed,2.16135546515667,0.776607820933559,3.89715559864465
Face3,faces,1000_8000_ContentAware,1.82054021018244,0.67167863449392,3.22297653197201
Face3,faces,125_1600_Fixed,-1.79545513225136,-3.224429243119,-0.779554309518492
Face3,faces,125_1600_ContentAware,-0.641461536831041,-1.71332209131199,0.1564761804810002
Face3,faces,125_320_Fixed,-0.743195750603951,-1.70542592800199,-0.135298479367951
