observer,scene,contrast_A,contrast_B,luminance_A,luminance_B,is_A_selected
"observer0001","Earth","C64","C64","L125","L980",1
"observer0001","Courtyard","C320","C8000","L250","L125",1
"observer0001","Web","C1600","C1000000","L500","L980",0
"observer0001","Web","C64","C8000","L125","L250",0
"observer0001","Street","C320","C40000","L980","L125",0
"observer0001","Street","C64","C40000","L500","L500",0
"observer0001","Street","C320","C8000","L63","L250",0
"observer0001","Courtyard","C8000","C320","L63","L125",0
"observer0001","Earth","C320","C1600","L63","L250",0
"observer0001","Showgirl","C8000","C40000","L500","L250",1
"observer0001","Earth","C320","C40000","L250","L500",0
"observer0001","Face2","C64","C64","L125","L500",0
"observer0001","Courtyard","C320","C8000","L125","L980",0
"observer0001","Street","C64","C64","L125","L250",1
"observer0001","Earth","C8000","C40000","L63","L250",0
"observer0001","Courtyard","C1600","C40000","L63","L250",0
"observer0001","Street","C40000","C8000","L980","L980",0
"observer0001","Street","C1600","C64","L980","L980",1
"observer0001","Face1","C320","C320","L125","L980",1
"observer0001","Web","C8000","C1600","L500","L500",0
"observer0001","Courtyard","C1000000","C8000","L980","L63",1
"observer0001","Showgirl","C8000","C320","L250","L63",1
"observer0001","Earth","C40000","C40000","L250","L63",1
"observer0001","Face2","C1600","C40000","L125","L125",0
"observer0001","Street","C1600","C64","L500","L63",1
"observer0001","Werewolf","C1600","C64","L125","L63",1
"observer0001","Earth","C64","C1600","L250","L980",0
"observer0001","Werewolf","C8000","C320","L250","L980",0
"observer0001","Street","C40000","C8000","L125","L63",1
"observer0001","Werewolf","C64","C1600","L980","L63",0
"observer0001","Face1","C1600","C320","L125","L63",1
"observer0001","Face2","C40000","C1600","L63","L500",0
"observer0001","Street","C40000","C1600","L63","L250",0
"observer0001","Courtyard","C8000","C8000","L250","L500",0
"observer0001","Face2","C320","C320","L980","L500",0
"observer0001","Street","C40000","C320","L250","L250",1
"observer0001","Werewolf","C320","C1600","L980","L250",1
"observer0001","Street","C64","C40000","L980","L250",0
"observer0001","Showgirl","C8000","C8000","L63","L980",0
"observer0001","Face1","C40000","C40000","L250","L980",0
"observer0001","Face1","C64","C8000","L63","L980",0
"observer0001","Face1","C8000","C1000000","L63","L980",0
"observer0001","Showgirl","C320","C1600","L500","L125",1
"observer0001","Web","C64","C8000","L980","L125",0
"observer0001","Web","C40000","C40000","L500","L63",1
"observer0001","Earth","C40000","C64","L125","L125",1
"observer0001","Street","C8000","C320","L250","L980",1
"observer0001","Showgirl","C64","C8000","L63","L250",0
"observer0001","Earth","C1600","C40000","L980","L125",1
"observer0001","Courtyard","C64","C8000","L980","L250",0
"observer0001","Face1","C64","C1600","L980","L500",0
"observer0001","Earth","C320","C8000","L125","L980",0
"observer0001","Street","C320","C1600","L250","L500",1
"observer0001","Street","C40000","C1000000","L500","L980",1
"observer0001","Courtyard","C8000","C1600","L500","L500",0
"observer0001","Werewolf","C40000","C1600","L250","L980",0
"observer0001","Street","C64","C40000","L63","L980",0
"observer0001","Showgirl","C64","C320","L500","L250",0
"observer0001","Web","C8000","C40000","L63","L250",0
"observer0001","Web","C320","C8000","L63","L980",0
"observer0001","Courtyard","C1600","C40000","L500","L500",1
"observer0001","Face2","C8000","C64","L125","L980",1
"observer0001","Face1","C64","C8000","L500","L125",0
"observer0001","Earth","C8000","C8000","L125","L500",0
"observer0001","Courtyard","C40000","C64","L125","L125",1
"observer0001","Courtyard","C64","C1600","L125","L250",0
"observer0001","Street","C320","C64","L125","L500",1
"observer0001","Courtyard","C64","C40000","L63","L63",0
"observer0001","Street","C1600","C1600","L250","L980",0
"observer0001","Face2","C64","C64","L500","L63",1
"observer0001","Face1","C320","C40000","L980","L250",0
"observer0001","Face2","C40000","C320","L250","L63",1
"observer0001","Werewolf","C8000","C8000","L980","L125",1
"observer0001","Werewolf","C320","C64","L500","L500",1
"observer0001","Earth","C8000","C1600","L980","L500",0
"observer0001","Showgirl","C320","C40000","L980","L980",0
"observer0001","Earth","C1600","C64","L250","L63",1
"observer0001","Courtyard","C40000","C1600","L980","L63",1
"observer0001","Courtyard","C320","C40000","L63","L980",0
"observer0001","Web","C8000","C1600","L250","L125",0
"observer0001","Face1","C64","C1600","L250","L125",0
"observer0001","Werewolf","C1600","C320","L63","L500",0
"observer0001","Face2","C64","C320","L980","L980",0
"observer0001","Face1","C1600","C40000","L500","L63",0
"observer0001","Showgirl","C40000","C1000000","L980","L980",0
"observer0001","Showgirl","C320","C64","L63","L500",0
"observer0001","Face2","C8000","C8000","L63","L980",0
"observer0001","Earth","C1600","C320","L500","L250",1
"observer0001","Face1","C8000","C8000","L125","L250",1
"observer0001","Werewolf","C64","C40000","L125","L500",0
"observer0001","Showgirl","C1600","C64","L980","L250",1
"observer0001","Courtyard","C1600","C1600","L250","L980",0
"observer0001","Earth","C40000","C320","L980","L125",1
"observer0001","Werewolf","C1600","C1000000","L980","L980",0
"observer0001","Web","C320","C8000","L980","L63",1
"observer0001","Werewolf","C320","C64","L63","L980",1
"observer0001","Earth","C64","C8000","L980","L63",1
"observer0001","Showgirl","C1600","C1600","L125","L500",0
"observer0001","Street","C8000","C8000","L125","L500",0
"observer0001","Courtyard","C40000","C64","L500","L500",1
"observer0001","Web","C320","C64","L500","L250",1
"observer0001","Earth","C320","C40000","L980","L980",1
"observer0001","Werewolf","C1000000","C1600","L980","L125",1
"observer0001","Face2","C1000000","C320","L980","L250",1
"observer0001","Web","C1000000","C40000","L980","L500",1
"observer0001","Showgirl","C1000000","C8000","L980","L63",1
"observer0001","Courtyard","C64","C40000","L500","L125",0
"observer0001","Werewolf","C64","C320","L63","L125",0
"observer0001","Earth","C8000","C64","L250","L500",0
"observer0001","Face1","C8000","C64","L500","L980",1
"observer0001","Web","C40000","C64","L980","L125",1
"observer0001","Showgirl","C8000","C8000","L125","L500",0
"observer0001","Web","C8000","C1600","L980","L980",0
"observer0001","Werewolf","C40000","C64","L980","L125",1
"observer0001","Web","C1600","C320","L250","L250",0
"observer0001","Face2","C320","C1600","L250","L125",1
"observer0001","Face1","C40000","C8000","L500","L500",0
"observer0001","Werewolf","C40000","C64","L500","L250",1
"observer0001","Earth","C8000","C1600","L500","L63",1
"observer0001","Werewolf","C1600","C320","L500","L250",1
"observer0001","Earth","C40000","C1600","L63","L125",0
"observer0001","Web","C1600","C320","L125","L980",0
"observer0001","Showgirl","C64","C64","L250","L63",1
"observer0001","Face2","C1600","C64","L500","L125",1
"observer0001","Courtyard","C1600","C320","L980","L500",0
"observer0001","Face1","C1600","C320","L250","L125",1
"observer0001","Face2","C64","C40000","L63","L980",0
"observer0001","Face2","C64","C40000","L250","L63",1
"observer0001","Showgirl","C1600","C40000","L250","L63",1
"observer0001","Face1","C1000000","C1600","L980","L250",1
"observer0001","Courtyard","C8000","C320","L125","L63",0
"observer0001","Street","C8000","C1600","L500","L125",0
"observer0001","Werewolf","C320","C8000","L125","L980",0
"observer0001","Face1","C8000","C320","L250","L250",1
"observer0001","Werewolf","C320","C8000","L250","L63",1
"observer0001","Face1","C40000","C1600","L63","L63",1
"observer0001","Showgirl","C40000","C64","L500","L980",1
"observer0001","Face1","C40000","C64","L980","L63",1
"observer0001","Werewolf","C8000","C40000","L63","L250",0
"observer0001","Street","C8000","C1600","L63","L63",1
"observer0001","Courtyard","C64","C320","L250","L250",0
"observer0001","Showgirl","C40000","C1600","L125","L63",1
"observer0001","Courtyard","C1600","C64","L125","L63",1
"observer0001","Web","C64","C40000","L250","L980",0
"observer0001","Street","C1000000","C320","L980","L500",1
"observer0001","Showgirl","C8000","C1600","L980","L980",1
"observer0001","Face2","C8000","C40000","L980","L250",1
"observer0001","Face1","C40000","C64","L125","L125",1
"observer0001","Showgirl","C64","C1600","L125","L250",0
"observer0001","Face2","C320","C40000","L500","L500",0
"observer0001","Showgirl","C320","C64","L250","L125",1
"observer0001","Street","C320","C8000","L500","L125",0
"observer0001","Showgirl","C320","C320","L125","L500",0
"observer0001","Web","C8000","C1600","L125","L63",1
"observer0001","Face2","C1600","C8000","L63","L63",0
"observer0001","Courtyard","C40000","C64","L250","L980",1
"observer0001","Earth","C1600","C1000000","L63","L980",0
"observer0001","Werewolf","C64","C320","L250","L63",0
"observer0001","Face1","C1600","C64","L980","L500",1
"observer0001","Earth","C64","C8000","L63","L125",0
"observer0001","Web","C64","C320","L63","L125",0
"observer0001","Courtyard","C40000","C1000000","L63","L980",0
"observer0001","Face1","C320","C40000","L250","L500",0
"observer0001","Werewolf","C8000","C40000","L125","L63",1
"observer0001","Showgirl","C64","C320","L980","L980",0
"observer0001","Web","C320","C320","L125","L63",1
"observer0001","Earth","C1600","C320","L125","L500",0
"observer0001","Face2","C1600","C8000","L980","L125",1
"observer0001","Face2","C320","C8000","L125","L500",0
"observer0001","Showgirl","C1600","C8000","L63","L125",0
"observer0001","Face1","C64","C8000","L125","L63",1
"observer0001","Face2","C40000","C1600","L500","L250",1
"observer0001","Web","C320","C64","L250","L500",1
"observer0001","Street","C8000","C64","L980","L125",1
"observer0001","Courtyard","C320","C64","L980","L250",1
"observer0001","Werewolf","C40000","C8000","L125","L500",0
"observer0001","Earth","C40000","C320","L500","L63",1
"observer0001","Street","C1600","C320","L125","L63",0
"observer0001","Web","C1600","C1600","L63","L250",0
"observer0001","Face1","C8000","C1600","L980","L980",1
"observer0001","Werewolf","C1600","C40000","L250","L980",0
"observer0001","Face1","C320","C40000","L63","L125",0
"observer0001","Face1","C320","C64","L500","L250",1
"observer0001","Face2","C1600","C1000000","L250","L980",0
"observer0001","Showgirl","C40000","C320","L250","L125",1
"observer0001","Street","C64","C320","L250","L125",0
"observer0001","Werewolf","C8000","C8000","L500","L250",0
"observer0001","Face2","C8000","C64","L500","L250",1
"observer0001","Face2","C40000","C1600","L980","L63",1
"observer0001","Web","C40000","C64","L250","L63",1
"observer0001","Web","C40000","C40000","L63","L125",0
"observer0001","Web","C64","C320","L500","L500",0
"observer0001","Courtyard","C320","C1600","L500","L125",1
"observer0001","Werewolf","C64","C1600","L500","L500",0
"observer0001","Face2","C320","C8000","L63","L250",0
"observer0001","Earth","C320","C8000","L500","L250",1
"observer0001","Web","C40000","C64","L125","L980",1
"observer0001","Showgirl","C1600","C40000","L500","L500",1
"observer0001","Face2","C8000","C1600","L250","L980",0
"observer0001","Earth","C64","C320","L500","L980",1
"observer0002","Showgirl","C40000","C320","L63","L980",0
"observer0002","Showgirl","C40000","C8000","L125","L250",0
"observer0002","Street","C320","C320","L63","L125",0
"observer0002","Earth","C64","C40000","L250","L980",0
"observer0002","Courtyard","C8000","C1000000","L980","L980",1
"observer0002","Street","C320","C1600","L250","L250",0
"observer0002","Werewolf","C40000","C64","L63","L125",0
"observer0002","Face1","C320","C1600","L500","L500",0
"observer0002","Courtyard","C8000","C320","L500","L980",0
"observer0002","Web","C8000","C1600","L125","L980",0
"observer0002","Face1","C1600","C40000","L63","L250",1
"observer0002","Face1","C1600","C320","L63","L980",1
"observer0002","Werewolf","C320","C40000","L63","L980",0
"observer0002","Web","C40000","C1600","L125","L980",0
"observer0002","Earth","C8000","C64","L125","L250",0
"observer0002","Street","C40000","C1600","L500","L980",1
"observer0002","Werewolf","C40000","C64","L63","L250",0
"observer0002","Courtyard","C64","C64","L63","L250",0
"observer0002","Werewolf","C40000","C64","L63","L500",0
"observer0002","Web","C64","C8000","L63","L500",0
"observer0002","Face2","C40000","C64","L125","L500",1
"observer0002","Street","C320","C8000","L125","L980",0
"observer0002","Showgirl","C40000","C320","L63","L125",0
"observer0002","Street","C1600","C1600","L63","L500",0
"observer0002","Earth","C1600","C1000000","L980","L980",0
"observer0002","Face1","C40000","C320","L125","L500",1
"observer0002","Street","C40000","C40000","L63","L980",0
"observer0002","Street","C320","C1600","L63","L250",0
"observer0002","Showgirl","C40000","C64","L63","L125",0
"observer0002","Courtyard","C8000","C64","L63","L250",0
"observer0002","Werewolf","C40000","C64","L63","L980",0
"observer0002","Web","C1600","C8000","L250","L500",0
"observer0002","Street","C40000","C64","L63","L125",0
"observer0002","Earth","C64","C64","L63","L250",0
"observer0002","Face2","C40000","C1600","L125","L980",0
"observer0002","Earth","C64","C8000","L250","L250",0
"observer0002","Face2","C320","C8000","L125","L125",0
"observer0002","Web","C40000","C8000","L63","L500",0
"observer0002","Web","C320","C1600","L125","L980",0
"observer0002","Showgirl","C40000","C8000","L63","L125",0
"observer0002","Earth","C40000","C64","L63","L250",0
"observer0002","Showgirl","C40000","C1600","L125","L980",0
"observer0002","Face2","C8000","C40000","L63","L125",0
"observer0002","Web","C40000","C1600","L500","L980",0
"observer0002","Face2","C40000","C1600","L125","L500",0
"observer0002","Face1","C320","C1000000","L500","L980",0
"observer0002","Showgirl","C8000","C40000","L63","L63",1
"observer0002","Street","C40000","C8000","L63","L500",0
"observer0002","Showgirl","C40000","C1600","L125","L250",0
"observer0002","Courtyard","C320","C8000","L980","L980",0
"observer0002","Werewolf","C40000","C40000","L63","L125",0
"observer0002","Face1","C1600","C320","L125","L500",1
"observer0002","Face1","C40000","C320","L63","L500",1
"observer0002","Showgirl","C40000","C40000","L125","L250",0
"observer0002","Earth","C40000","C1000000","L250","L980",0
"observer0002","Web","C8000","C8000","L63","L500",0
"observer0002","Courtyard","C64","C64","L125","L250",1
"observer0002","Face1","C320","C8000","L500","L980",0
"observer0002","Web","C64","C8000","L250","L500",0
"observer0002","Werewolf","C40000","C1600","L63","L125",0
"observer0002","Web","C8000","C8000","L500","L980",0
"observer0002","Earth","C8000","C64","L63","L250",0
"observer0002","Street","C320","C8000","L125","L250",0
"observer0002","Showgirl","C40000","C1600","L125","L500",0
"observer0002","Face2","C320","C64","L125","L980",1
"observer0002","Werewolf","C40000","C320","L63","L250",0
"observer0002","Earth","C64","C320","L250","L250",0
"observer0002","Street","C1600","C64","L63","L500",0
"observer0002","Face1","C8000","C320","L125","L500",1
"observer0002","Showgirl","C40000","C64","L63","L980",0
"observer0002","Courtyard","C320","C8000","L250","L980",0
"observer0002","Werewolf","C8000","C40000","L980","L980",1
"observer0002","Face2","C40000","C320","L63","L125",0
"observer0002","Showgirl","C40000","C64","L125","L500",0
"observer0002","Werewolf","C8000","C1600","L125","L980",0
"observer0002","Web","C8000","C8000","L250","L500",0
"observer0002","Face1","C1600","C1600","L63","L980",1
"observer0002","Werewolf","C320","C1600","L63","L980",0
"observer0002","Showgirl","C40000","C40000","L125","L980",0
"observer0002","Face2","C320","C320","L125","L980",0
"observer0002","Courtyard","C1600","C8000","L63","L250",0
"observer0002","Face1","C1600","C8000","L63","L63",0
"observer0002","Earth","C1600","C64","L125","L250",0
"observer0002","Courtyard","C320","C1600","L980","L980",1
"observer0002","Web","C8000","C64","L500","L980",1
"observer0002","Street","C1600","C1600","L63","L250",0
"observer0002","Face2","C40000","C40000","L125","L980",0
"observer0002","Face2","C40000","C8000","L125","L980",0
"observer0002","Courtyard","C40000","C320","L500","L980",1
"observer0002","Web","C320","C1600","L980","L980",0
"observer0002","Werewolf","C8000","C40000","L125","L125",0
"observer0002","Web","C1600","C8000","L63","L500",0
"observer0002","Courtyard","C8000","C320","L250","L980",0
"observer0002","Web","C320","C1600","L250","L980",1
"observer0002","Face1","C1600","C40000","L63","L500",0
"observer0002","Face2","C320","C40000","L125","L250",0
"observer0002","Showgirl","C40000","C40000","L63","L500",0
"observer0002","Werewolf","C64","C40000","L63","L125",0
"observer0002","Werewolf","C8000","C8000","L125","L250",0
"observer0002","Street","C1600","C64","L63","L980",1
"observer0002","Showgirl","C40000","C64","L63","L250",0
"observer0002","Face1","C1600","C64","L63","L250",1
"observer0002","Werewolf","C1600","C40000","L500","L980",0
"observer0002","Werewolf","C40000","C8000","L63","L500",0
"observer0002","Earth","C1600","C64","L63","L250",0
"observer0002","Face1","C320","C1600","L500","L980",0
"observer0002","Street","C1600","C1000000","L63","L980",0
"observer0002","Showgirl","C64","C40000","L63","L63",1
"observer0002","Showgirl","C40000","C320","L125","L500",0
"observer0002","Web","C1600","C1600","L250","L980",0
"observer0002","Face2","C320","C1600","L125","L125",1
"observer0002","Earth","C8000","C40000","L500","L500",1
"observer0002","Werewolf","C40000","C320","L500","L980",0
"observer0002","Street","C320","C40000","L125","L125",1
"observer0002","Face1","C1600","C320","L63","L125",1
"observer0002","Web","C1600","C40000","L980","L980",0
"observer0002","Courtyard","C1600","C320","L250","L980",0
"observer0002","Street","C1600","C320","L63","L980",0
"observer0002","Face1","C1600","C64","L63","L125",1
"observer0002","Earth","C1600","C1000000","L500","L980",1
"observer0002","Showgirl","C40000","C8000","L125","L500",0
"observer0002","Werewolf","C320","C40000","L500","L980",0
"observer0002","Street","C40000","C64","L63","L250",0
"observer0002","Showgirl","C320","C40000","L63","L63",0
"observer0002","Face2","C64","C320","L63","L125",0
"observer0002","Earth","C64","C64","L250","L980",0
"observer0002","Werewolf","C40000","C1600","L63","L250",0
"observer0002","Showgirl","C40000","C40000","L125","L500",0
"observer0002","Face2","C40000","C8000","L125","L500",0
"observer0002","Earth","C1600","C1000000","L250","L980",0
"observer0002","Face2","C40000","C8000","L125","L250",0
"observer0002","Werewolf","C1600","C40000","L63","L63",1
"observer0002","Showgirl","C40000","C1600","L63","L125",0
"observer0002","Courtyard","C64","C64","L250","L500",1
"observer0002","Earth","C40000","C1000000","L125","L980",0
"observer0002","Courtyard","C40000","C8000","L250","L980",1
"observer0002","Courtyard","C40000","C320","L125","L980",0
"observer0002","Face2","C40000","C320","L125","L500",1
"observer0002","Werewolf","C8000","C40000","L63","L125",0
"observer0002","Face1","C1600","C64","L63","L500",1
"observer0002","Street","C1600","C40000","L63","L63",0
"observer0002","Web","C64","C8000","L500","L500",0
"observer0002","Face2","C40000","C40000","L125","L500",0
"observer0002","Street","C40000","C320","L63","L500",0
"observer0002","Street","C320","C1600","L125","L980",0
"observer0002","Face2","C40000","C1000000","L125","L980",0
"observer0002","Face1","C64","C1600","L63","L63",0
"observer0002","Face2","C40000","C64","L125","L250",1
"observer0002","Courtyard","C1600","C320","L125","L980",0
"observer0002","Courtyard","C8000","C40000","L980","L980",0
"observer0002","Web","C320","C8000","L63","L500",0
"observer0002","Earth","C1600","C1000000","L125","L980",0
"observer0002","Earth","C320","C64","L63","L250",0
"observer0002","Showgirl","C40000","C320","L125","L250",0
"observer0002","Face1","C1600","C320","L250","L500",1
"observer0002","Street","C320","C40000","L125","L250",0
"observer0002","Earth","C320","C64","L125","L250",1
"observer0002","Werewolf","C40000","C320","L63","L125",0
"observer0002","Earth","C64","C1000000","L500","L980",0
"observer0002","Face2","C1600","C320","L63","L125",0
"observer0002","Earth","C64","C64","L125","L250",1
"observer0002","Werewolf","C40000","C1000000","L980","L980",0
"observer0002","Courtyard","C1600","C64","L63","L250",0
"observer0002","Face1","C320","C8000","L500","L500",0
"observer0002","Earth","C320","C1000000","L500","L980",0
"observer0002","Werewolf","C1600","C40000","L500","L500",0
"observer0002","Face1","C1600","C320","L63","L250",1
"observer0002","Face1","C320","C40000","L500","L980",0
"observer0002","Showgirl","C40000","C8000","L125","L980",0
"observer0002","Showgirl","C1600","C40000","L63","L63",1
"observer0002","Courtyard","C1600","C8000","L63","L125",0
"observer0002","Web","C320","C1600","L500","L980",1
"observer0002","Werewolf","C40000","C40000","L63","L250",0
"observer0002","Courtyard","C64","C64","L250","L980",1
"observer0002","Courtyard","C1600","C8000","L500","L980",0
"observer0002","Earth","C320","C1000000","L980","L980",0
"observer0002","Web","C1600","C1600","L125","L980",0
"observer0002","Face1","C320","C1600","L63","L63",0
"observer0002","Courtyard","C320","C8000","L500","L980",0
"observer0002","Face1","C1600","C64","L63","L980",1
"observer0002","Street","C8000","C40000","L63","L63",0
"observer0002","Web","C40000","C1600","L250","L980",0
"observer0002","Earth","C64","C8000","L250","L980",0
"observer0002","Face2","C320","C1600","L125","L250",0
"observer0002","Web","C1600","C1000000","L980","L980",0
"observer0002","Street","C64","C1600","L63","L63",1
"observer0002","Courtyard","C320","C320","L63","L980",0
"observer0002","Face2","C320","C320","L63","L125",0
"observer0002","Face2","C320","C8000","L125","L250",0
"observer0002","Face2","C64","C320","L125","L125",0
"observer0002","Face1","C1600","C8000","L63","L250",0
"observer0002","Street","C40000","C8000","L63","L125",0
"observer0002","Street","C1600","C1600","L63","L125",0
"observer0002","Web","C1600","C1600","L500","L980",0
"observer0002","Web","C64","C8000","L125","L500",0
"observer0002","Face2","C320","C320","L125","L250",0
"observer0002","Earth","C40000","C1000000","L500","L980",0
"observer0002","Showgirl","C40000","C1000000","L125","L980",0
"observer0002","Courtyard","C40000","C320","L63","L980",0
"observer0002","Courtyard","C320","C320","L125","L980",0
"observer0003","Werewolf","C320","C1000000","L980","L980",1
"observer0003","Face2","C320","C64","L63","L125",1
"observer0003","Web","C8000","C40000","L125","L500",0
"observer0003","Earth","C40000","C40000","L250","L980",0
"observer0003","Web","C40000","C40000","L125","L250",0
"observer0003","Street","C64","C320","L63","L980",0
"observer0003","Web","C320","C40000","L500","L980",0
"observer0003","Showgirl","C64","C8000","L63","L63",1
"observer0003","Web","C8000","C40000","L125","L250",0
"observer0003","Street","C8000","C64","L63","L980",0
"observer0003","Werewolf","C1600","C8000","L125","L250",0
"observer0003","Showgirl","C1600","C40000","L250","L500",0
"observer0003","Face2","C320","C64","L250","L500",0
"observer0003","Werewolf","C64","C1600","L125","L250",0
"observer0003","Face2","C64","C64","L125","L980",0
"observer0003","Courtyard","C8000","C64","L63","L980",0
"observer0003","Showgirl","C8000","C64","L63","L125",0
"observer0003","Courtyard","C40000","C40000","L250","L500",0
"observer0003","Earth","C1600","C40000","L250","L250",1
"observer0003","Showgirl","C1600","C8000","L250","L980",0
"observer0003","Web","C1600","C40000","L980","L980",1
"observer0003","Street","C320","C1000000","L250","L980",0
"observer0003","Earth","C320","C1600","L63","L63",1
"observer0003","Web","C320","C64","L63","L500",0
"observer0003","Street","C64","C320","L500","L980",0
"observer0003","Earth","C1600","C40000","L63","L63",0
"observer0003","Werewolf","C320","C40000","L980","L980",0
"observer0003","Werewolf","C320","C1600","L63","L125",0
"observer0003","Face1","C1600","C1600","L125","L250",0
"observer0003","Street","C40000","C1000000","L980","L980",0
"observer0003","Showgirl","C320","C8000","L250","L250",0
"observer0003","Showgirl","C1600","C8000","L250","L250",0
"observer0003","Web","C8000","C1600","L125","L500",0
"observer0003","Werewolf","C40000","C8000","L500","L980",0
"observer0003","Earth","C320","C40000","L125","L125",0
"observer0003","Courtyard","C40000","C1000000","L500","L980",0
"observer0003","Web","C320","C64","L63","L250",0
"observer0003","Street","C8000","C1600","L125","L500",0
"observer0003","Courtyard","C320","C8000","L125","L250",0
"observer0003","Face2","C8000","C1600","L63","L250",0
"observer0003","Face1","C320","C40000","L63","L250",0
"observer0003","Showgirl","C320","C1600","L63","L63",1
"observer0003","Earth","C8000","C320","L125","L980",0
"observer0003","Street","C320","C1000000","L125","L980",0
"observer0003","Earth","C1600","C8000","L63","L63",0
"observer0003","Showgirl","C64","C64","L250","L500",0
"observer0003","Showgirl","C8000","C64","L125","L500",0
"observer0003","Face2","C1600","C8000","L500","L980",0
"observer0003","Courtyard","C64","C64","L63","L980",0
"observer0003","Courtyard","C320","C8000","L125","L500",0
"observer0003","Showgirl","C40000","C40000","L63","L125",0
"observer0003","Werewolf","C1600","C320","L125","L500",0
"observer0003","Showgirl","C1600","C1600","L250","L980",0
"observer0003","Showgirl","C1600","C1000000","L250","L980",0
"observer0003","Face1","C320","C320","L500","L980",1
"observer0003","Street","C1600","C1000000","L500","L980",0
"observer0003","Werewolf","C1600","C64","L250","L500",0
"observer0003","Showgirl","C1600","C1600","L250","L500",0
"observer0003","Street","C40000","C40000","L250","L500",0
"observer0003","Web","C40000","C64","L63","L125",0
"observer0003","Face2","C1600","C1000000","L500","L980",1
"observer0003","Showgirl","C64","C1600","L63","L63",0
"observer0003","Web","C8000","C40000","L980","L980",0
"observer0003","Werewolf","C1600","C40000","L125","L500",0
"observer0003","Face2","C40000","C40000","L250","L980",0
"observer0003","Face1","C320","C320","L63","L980",1
"observer0003","Earth","C64","C8000","L500","L500",0
"observer0003","Web","C64","C64","L250","L980",0
"observer0003","Showgirl","C1600","C8000","L250","L500",0
"observer0003","Courtyard","C64","C64","L500","L980",1
"observer0003","Earth","C40000","C64","L250","L500",0
"observer0003","Web","C320","C8000","L125","L125",1
"observer0003","Earth","C40000","C8000","L125","L250",0
"observer0003","Face2","C1600","C64","L63","L125",0
"observer0003","Showgirl","C320","C40000","L63","L125",1
"observer0003","Earth","C64","C40000","L125","L250",0
"observer0003","Face1","C40000","C8000","L63","L125",0
"observer0003","Street","C320","C320","L250","L980",0
"observer0003","Face2","C1600","C40000","L500","L500",1
"observer0003","Face1","C8000","C1000000","L125","L980",0
"observer0003","Street","C8000","C40000","L250","L500",0
"observer0003","Face2","C1600","C8000","L980","L980",0
"observer0003","Web","C8000","C40000","L500","L980",0
"observer0003","Street","C40000","C1000000","L125","L980",0
"observer0003","Werewolf","C1600","C1600","L125","L500",0
"observer0003","Courtyard","C320","C1000000","L63","L980",0
"observer0003","Earth","C1600","C1600","L63","L125",0
"observer0003","Face2","C1600","C8000","L500","L500",1
"observer0003","Courtyard","C8000","C64","L125","L500",0
"observer0003","Face1","C64","C1600","L125","L500",0
"observer0003","Face1","C1600","C1600","L63","L125",0
"observer0003","Werewolf","C320","C1600","L250","L250",0
"observer0003","Earth","C40000","C8000","L250","L980",0
"observer0003","Face1","C1600","C8000","L125","L980",1
"observer0003","Street","C64","C320","L250","L980",0
"observer0003","Face2","C40000","C1600","L125","L250",0
"observer0003","Courtyard","C40000","C320","L125","L500",0
"observer0003","Courtyard","C40000","C320","L63","L125",0
"observer0003","Earth","C40000","C40000","L125","L250",0
"observer0003","Courtyard","C40000","C40000","L250","L980",0
"observer0003","Showgirl","C8000","C320","L63","L125",0
"observer0003","Web","C64","C1600","L250","L250",1
"observer0003","Werewolf","C8000","C40000","L63","L63",0
"observer0003","Street","C64","C1000000","L125","L980",0
"observer0003","Face1","C64","C64","L250","L980",1
"observer0003","Earth","C40000","C1600","L250","L980",0
"observer0003","Courtyard","C40000","C8000","L63","L125",0
"observer0003","Earth","C320","C320","L250","L980",0
"observer0003","Street","C1600","C1000000","L125","L980",0
"observer0003","Showgirl","C64","C320","L500","L980",0
"observer0003","Courtyard","C1600","C1600","L125","L250",0
"observer0003","Earth","C64","C320","L250","L980",0
"observer0003","Werewolf","C1600","C64","L250","L980",1
"observer0003","Face1","C1600","C1600","L500","L980",1
"observer0003","Web","C64","C64","L63","L250",0
"observer0003","Werewolf","C1600","C8000","L125","L500",0
"observer0003","Face2","C320","C40000","L250","L980",0
"observer0003","Street","C40000","C1600","L250","L980",0
"observer0003","Werewolf","C1600","C320","L125","L250",0
"observer0003","Web","C1600","C64","L63","L125",0
"observer0003","Werewolf","C1600","C1600","L63","L125",0
"observer0003","Showgirl","C64","C64","L125","L980",0
"observer0003","Street","C320","C320","L500","L980",0
"observer0003","Face2","C1600","C40000","L63","L63",0
"observer0003","Face1","C40000","C1600","L250","L500",0
"observer0003","Courtyard","C40000","C320","L125","L250",0
"observer0003","Earth","C40000","C320","L250","L980",0
"observer0003","Werewolf","C320","C8000","L980","L980",1
"observer0003","Face2","C64","C40000","L63","L63",1
"observer0003","Web","C320","C40000","L250","L980",0
"observer0003","Courtyard","C64","C1600","L63","L63",0
"observer0003","Street","C64","C40000","L125","L250",0
"observer0003","Showgirl","C8000","C1600","L63","L125",0
"observer0003","Earth","C40000","C40000","L250","L500",0
"observer0003","Face2","C64","C1600","L250","L250",0
"observer0003","Werewolf","C64","C64","L63","L980",0
"observer0003","Web","C64","C40000","L500","L500",0
"observer0003","Web","C8000","C64","L250","L500",0
"observer0003","Showgirl","C1600","C320","L250","L500",0
